amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
3.833773389943221,-1.3424626456455948,1.4130853619129005,0.20963483715205172,-0.4202452895207159,1.5803251543339496,3.0887432927725995,1
-0.5670920988105118,1.3333648322208487,-0.0022645598748604824,1.2905053561108124,1.2629052626071127,0.6992335168479239,0.015573331391124262,0
0.42028090520199857,-0.450520153023447,1.4130853619129005,0.20963483715205172,-0.04621183349230954,0.5518232986832662,-0.641946811049086,0
-0.0812981782938979,0.44142233959870086,-1.4176144816626215,0.20963483715205172,1.636938718635519,-0.20994357312681503,-0.38333833570615444,0
0.29591239677404396,-0.450520153023447,0.70541040101902,-0.8712356818067091,0.3278216225360968,-0.2959109989386706,-0.8117219984001335,0
0.09536883799105068,0.44142233959870086,-1.4176144816626215,-1.4116709412860895,0.5148383505503,0.6137764803318984,-0.3642690089758154,0
0.6043964245492928,-0.450520153023447,1.4130853619129005,0.7500700966314321,-0.4202452895207159,-0.10193754933717046,0.06462902887175133,0
0.08955145417995403,-0.450520153023447,0.70541040101902,1.2905053561108124,-1.355328929591732,-0.5044426599117932,-0.8036123600914822,0
-0.049017348350532654,1.3333648322208487,-0.0022645598748604824,-1.4116709412860895,0.3278216225360968,-0.7615257269432478,1.0644443382338524,0
0.02036145884505201,1.3333648322208487,0.70541040101902,0.7500700966314321,-1.542345657605935,-0.2797608184747167,-0.1466285358552054,0
0.13627734678036477,1.3333648322208487,1.4130853619129005,-0.8712356818067091,-1.355328929591732,-0.5709865396769753,-0.47925313915529005,0
0.1832081768447453,1.3333648322208487,-0.0022645598748604824,-1.4116709412860895,1.636938718635519,-0.0998734596188322,0.05822777120484151,0
-0.4337850359703368,-0.450520153023447,-0.0022645598748604824,1.2905053561108124,-0.7942787455491223,-0.6017779555982835,-0.48932607392593847,0
0.11752536181540899,-0.450520153023447,-0.0022645598748604824,-1.4116709412860895,-0.7942787455491223,-0.5892721007070424,-0.8489611824523529,0
0.07009592977701146,-1.3424626456455948,-1.4176144816626215,0.20963483715205172,1.0758885345929095,-0.30855802099911833,0.10536667051754138,0
0.3959373272889545,0.44142233959870086,-0.0022645598748604824,0.7500700966314321,0.8888718065787063,-0.47249687961740133,-0.8330263713322889,0
0.5563228644097706,1.3333648322208487,-0.7099395207687409,-0.8712356818067091,0.8888718065787063,-0.2671927698784802,-0.8315373330467168,0
0.7942456382077506,1.3333648322208487,0.70541040101902,0.20963483715205172,1.636938718635519,0.2009153983302616,-0.42433089535761176,0
0.007795455231143891,1.3333648322208487,1.4130853619129005,0.7500700966314321,0.8888718065787063,-0.12628445364046198,0.011014527180992864,0
0.2578180369238811,-0.450520153023447,-0.0022645598748604824,-0.8712356818067091,-0.04621183349230954,0.15708540632031723,-0.6556555150202149,0
-0.2977817015507108,1.3333648322208487,1.4130853619129005,-0.8712356818067091,-0.4202452895207159,-0.6656263832265696,-0.23105919733074892,0
0.24125122975270377,-1.3424626456455948,-1.4176144816626215,0.20963483715205172,-0.9812954735633255,-0.5747990129758145,-0.8093507751690606,0
0.3856023884791204,-0.450520153023447,-1.4176144816626215,-0.8712356818067091,0.7018550785645031,-0.6648459137032533,-0.607291282362891,0
3.7011866360957635,-1.3424626456455948,-0.0022645598748604824,0.20963483715205172,-0.4202452895207159,2.923548112548296,2.2548688426868098,1
-0.12734597541405304,0.44142233959870086,0.70541040101902,0.20963483715205172,-1.355328929591732,-0.5452284005330797,-0.393694440006488,0
0.4323885553261225,0.44142233959870086,-0.7099395207687409,0.20963483715205172,0.5148383505503,-0.35425303547312226,0.25474812037598926,0
0.394891994778619,-0.450520153023447,1.4130853619129005,-1.4116709412860895,0.14080489452189363,-0.7061721815019033,-0.5127196310100722,0
-1.4947519451008113,0.44142233959870086,-0.7099395207687409,-0.8712356818067091,-1.355328929591732,-0.8465315012895328,-0.055119920014545465,0
-3.6212783272416176,0.44142233959870086,-0.0022645598748604824,1.2905053561108124,-0.9812954735633255,-0.24930224426402414,-0.3884432711197815,0
0.536421350235618,-0.450520153023447,0.70541040101902,-0.8712356818067091,-0.9812954735633255,0.09268075612668142,-0.7450848559812094,1
0.15818965396028248,-1.3424626456455948,0.70541040101902,1.2905053561108124,0.5148383505503,-0.2711215680467485,-0.2313398926582094,0
-0.45373023220549874,-1.3424626456455948,0.70541040101902,0.20963483715205172,1.4499219906213159,-0.4204000853380436,-0.8869245100182976,1
0.04073597131587142,1.3333648322208487,-0.0022645598748604824,0.20963483715205172,0.7018550785645031,0.48882544579560044,-0.22635516602538633,0
0.4095119209604555,0.44142233959870086,0.70541040101902,-0.8712356818067091,0.3278216225360968,-0.5667419055749997,-0.42463388539713703,1
-0.2835539883117559,0.44142233959870086,0.70541040101902,0.20963483715205172,0.3278216225360968,-0.8022526027007758,0.6632273030504922,0
0.27295175971558167,0.44142233959870086,-0.0022645598748604824,-1.4116709412860895,-0.7942787455491223,-0.2500426544417734,0.3134835097391256,1
0.651082652191454,-0.450520153023447,-1.4176144816626215,-0.8712356818067091,-1.542345657605935,0.14397902757476322,-0.15108527136005875,0
0.11190037073117255,-1.3424626456455948,-0.0022645598748604824,0.20963483715205172,0.8888718065787063,0.416848632216842,-0.7112899714096492,0
0.13845232224369214,0.44142233959870086,-0.0022645598748604824,0.20963483715205172,0.14080489452189363,-0.41976007481124966,-0.5273454317833972,0
0.43023616306835477,0.44142233959870086,-0.7099395207687409,-0.8712356818067091,-1.1683122015775287,0.6148530583558038,0.11324193171026357,1
